External ID,urobilin,methylimidazole acetic acid,phenylalanine,valine,cadaverine,7-methylxanthine,C18:2 LPC,C16:0 LPC,2-deoxyadenosine,urate,spermidine,leucine,tyrosine,ADMA/SDMA,linoleate,N-acetylhistamine,N6-acetyllysine,tryptophan,"N1,N12-diacetylspermine",isoleucine
HSM67VD6,195182480,8790672446,1274389733,1327847638,13763423,837091448,12503376,53806830,557460958,33755907,485142307,569008355,147833106,216480355,144855866,452882808,74793923,48931100,944145377,463380017
PSM7J1A2,,92919032,165518756,657561954,58080317,301552883,203734026,454913042,22992837,32672199,43767824,193955384,72162160,764001542,106348842,2135093385,99847873,75372121,43902298,135919052
CSM79HLA,4062348859,6325532713,559293562,436967942,49548447,1225149373,6795863,179884574,225767208,42987586,106185051,779217643,152002357,55891846,45739622,276144821,61879280,70157111,19448077,523999095
ESM7F5AK,6707201159,4795541453,678861069,594862458,8929832,476143229,323840155,403559312,231861714,24234841,65087040,848540697,188026146,38876218,116207195,347339284,176795797,113936362,56121966,534093518
HSMA33SG,7113225534,4854299450,1137231572,843456257,264661249,,11009386,108688802,446829846,46268522,52648237,1240255288,255392235,232663870,54123005,11959814,139981261,141994349,18688595,1126695851
HSMA33L1,1046670164,921228672,566060423,1587917455,10447332,287032707,56832636,469916200,385125527,153943162,441674139,744108624,179112734,123772883,102742864,748269825,104550081,70052257,112604771,478901679
HSM7CYYF,,79060657,369124112,2100687138,350419929,75607833,13302286,228948468,137822111,7858052,252939436,339173274,120245263,190433031,80943574,1243065869,127237955,87633414,371743038,158651615
HSM7J4NU,2668401824,6791347653,506433607,570449535,35738273,487821854,51707157,217060544,638952266,133591452,45571122,740259719,118610864,19461135,46818865,316168990,139756668,53455971,17637448,549272470
CSM7KORU,801069,95030232,2786704624,3291557268,25811196,671908514,217786866,844889331,113378142,24998537,716392951,958486632,773177089,199407450,74888499,821309009,20073571,89970163,400971267,471764454
MSMB4LZC,12900247,4252569186,1249128796,783194791,59249420,297916878,22851529,165718886,648352948,405489704,150250279,1210816835,381576164,268434764,56420797,496150872,217146375,258816075,4501853,892747243
HSM5MD5D,393457421,2093240025,872902834,503736578,297523822,379105275,4220327,23140262,120234294,81343326,20248603,1009512290,234258262,15279202,57631915,1154462100,163672850,103706081,3999677,849148081
HSM5MD62,269634784,815322635,473681530,873472878,540949530,333951767,27716177,259822912,389671909,19559186,232731527,544451223,102105263,260032346,256742883,315457736,207522200,53751843,218302426,400558925
PSM7J17F,,90662276,8207543041,8634783782,1803468593,17981681,47087429,676338940,62879403,1196727748,16469903,5317438824,111887188,872229195,111666737,3463463749,132979292,2920665016,145334060,4292894236
MSM6J2K6,7655511453,12644026572,258377756,581155843,35192693,,1167682444,443207016,652018772,63294629,280619387,322973494,72984312,42331192,115531662,1663470,87113190,45407179,14561884,247096244
HSM7J4QT,25850891,506295890,2143205694,2111918518,21425675,160944613,10442541,37702250,1349554011,50136619,1156772998,2324376407,542884414,533284717,22629192,681385994,92900967,734554472,4469648697,2489694611
PSMA265T,61601073,239765218,271561143,194432526,,14764267,,82021318,215460402,56720721,115723,257855884,65860967,,89027444,79758818,15018520,31849646,,154140621
HSMA33R9,4973627939,836721514,135133708,228894545,11898417,1078617889,716531698,903871144,136631570,16727915,84865359,166581910,46894623,66860723,204052673,2385204818,401068995,30515385,50175870,90460225
MSM9VZOI,3232387925,266863437,836460505,941021439,98875461,,14232689,36842514,747637770,119416844,680529982,794624841,178497321,27780163,159367148,1261283482,223287550,173631352,7732710,622753108
HSM7J4QJ,,23850965,2267049937,1656172580,551299645,123919357,1092766999,2053483381,114627638,474040024,393024810,824637106,566318237,630240370,124803887,292499121,153559129,747283901,695425936,400270779
PSM7J158,,604566749,145350668,152873792,22788140,,14145659,103893939,328643149,15417295,99542711,148674504,38825336,151989744,133818803,266208769,19525639,23270634,6473492,122297868
CSM79HOJ,29163806,247907200,2841295738,912527989,51035560,356645841,325860347,627275218,38128125,10657892,128842994,482538366,868742586,289692654,359287373,213702573,47534988,50324799,1053323764,192679134
MSMB4LZ8,2727203529,1123413873,993836027,490187291,30284507,1000225622,86185559,132762292,1216038296,41181927,101067567,1066260211,283598309,45394191,65614976,148470750,79599315,168808995,80205567,676439923
HSM7J4IC,375848036,9660142,214683214,196313540,283036,123590646,16065185,61015387,916454387,155213585,55350577,229965365,64672994,139349574,106807232,299077097,93025039,40557931,,151351077
HSM5MD3Y,1299454,170866633,686955239,2061811316,38304571,99102043,183391168,2327653336,167696228,47873168,232382735,525301315,180298481,470431804,105623187,582771407,65149368,287049218,514368844,295093882
HSMA33R7,1312153082,1358746894,446486368,2189969682,79604667,683907200,3634020555,5509270326,174981133,14419944,210701564,236211489,134862935,255574208,103910862,1453587336,158115899,339301380,473824874,305942588
CSM67UF5,4239387,68854742,108382476,101708338,404700,490674769,25777503,758637235,548726085,539104,10096112,8309685,29408471,9419302,66266680,121743349,24134170,26123553,1927528,51532171
ESM5MEBG,16324296,1194440738,727458056,1601660383,76660928,104021327,91952722,334289377,525847751,191218583,1151633605,1003275171,223618901,235274249,149822434,795826974,283983241,112131053,2830175741,447296292
PSM7J1CC,815135783,1499661370,268319028,310865741,1572945,383903775,,55903385,411443562,63484430,388060,244879769,76513060,50782649,129015183,246941238,18351692,65602513,,234036505
MSM9VZPL,1976138026,8213149627,640766653,2586655273,5713019,238825474,181817000,180297206,299145408,75138696,636295134,1695093040,190527990,168774331,49058866,360595458,224377261,135902883,2117214142,1357785761
MSM6J2PU,5398291304,4328894040,1169039444,792125096,3961174,25258184,,1368304,1176489038,118361956,183598672,1147196482,316728886,65474316,35820592,225039491,236014791,177695825,32417206,1026091430
CSM79HRG,,858498452,40534627,103531107,29385714,973009763,30344084,48394561,8624133,19009838,40526499,86581004,29137948,28643680,328560986,265412421,88901785,12833949,42474387,65618891
MSM5LLDA,1029846,878333259,2095041489,997103299,22787356,32564718,152792040,2332836672,448023367,351395874,284928140,1830270833,466045219,449919452,91421637,329853281,118498325,331114909,548319699,1302399769
CSM67UCK,562632335,10097259611,398478091,394179508,7731093,19821496,387279162,743465258,155733865,29003851,71253867,460285393,146289944,20719172,329833566,31950541,58741966,87280082,2446118,265384916
MSM79H7Y,9294032064,2221272243,1802789672,1049867470,10949015,4721304,63280249,249628528,884464070,253821501,454827598,1819389090,598053321,62767601,49630493,319990130,286222459,348486800,29212256,1837371709
HSM7CYZJ,2010948707,1912412391,345064022,296868106,11186196,,,23648873,48370988,62482875,426730,423305438,144733059,10519777,32315008,135606838,95577798,70612015,,275178461
PSMA267J,1069964431,2975470649,794893084,3257730939,79631653,274033083,138573293,360443396,212040970,30113124,352939940,616709018,279804486,138450584,144736673,701417259,87995324,164044471,474247827,308524520
CSM7KOMB,,1747321876,8276210988,7197034273,1858787544,281810219,86201434,491337759,423028139,362855341,289567968,4354239461,1020330537,1495575841,95131455,167760251,32979701,1952189798,223311101,3977179201
MSMA26CX,4599687239,1565830433,799063503,712645045,16788163,262977813,821344528,1785080664,845663807,90585461,1783482779,702302061,272235202,206197858,53972577,748390696,201809789,132359237,303959623,363332962
CSM5MCXL,890844107,2802261342,1083812133,605078605,10569278,444790735,21485810,68842737,740558816,69082639,584917753,1208677449,280891427,36196480,121262175,218746017,78981301,156809988,7917146,865434965
PSM7J17L,2322713,368384239,786599868,630243829,17797963,38732014,16578101,214369927,195220911,84161512,31203896,909460433,170759579,146376733,48122995,1067297639,87422530,128299403,37852784,615687622
HSM6XRRD,754262309,534869271,1245805259,1553593796,192714752,223688500,88867063,208373684,683303767,62418093,228212486,186080392,374528941,356992463,53465559,845571003,66662947,32391986,990389020,104796987
CSM7KOO9,,3984134904,78686794,98357656,7873520,13199073,169602001,277545731,123816603,12281309,3073829845,66102001,53834984,83334596,282086967,231547421,23629441,26139226,96848799,53080164
MSM79HEY,,38281402,752074977,1567161236,9722924,343140917,129638003,572060957,346908161,4486557,435212126,633330821,176513933,232886023,173707159,501662672,32309238,37152421,547459546,439295444
MSM9VZEW,,2853502976,1149439528,1734112317,72319112,357816822,750339523,1498672119,80313650,21544316,170726562,1098120165,335109968,779725583,40883671,937928186,137482371,213195604,592618080,629364407
MSM6J2SE,43910972,579890207,448676967,440315144,151511385,628714574,30277460,198213120,295238124,13527907,142900423,356889327,135107965,282292786,211133357,304877390,115382774,29143323,7185764,298645520
MSM6J2PO,4963024516,7261829561,2517778118,1141537830,15332864,419179415,1969621,4526132,165771446,241191684,789693797,2044391611,678918835,114122336,33178745,634966016,159382427,508660114,163534595,1978543989
MSM79HAN,4485446399,5173404401,2333349912,1292417590,18178959,,65198904,310005420,493890296,52789904,22405978,2211558867,596833747,37856146,12042054,732042,76724012,314527532,6474498,1295136257
MSMA26AZ,,2347637893,1618784225,3143073928,8478472,393002221,99273614,325825644,852433693,183789763,1530403167,1538468263,459579657,120153189,54970609,282439761,42560540,296058920,631297065,997513753
PSM7J15U,11066336,161644754,1479665416,1705530586,125462413,299356569,10326371,103854629,107151000,155728007,119714261,1333236805,438951276,775676035,40487037,148560586,221551746,287266579,138934497,847508684
MSM79H9G,1208812214,4116573358,86261383,51980448,,,,42590408,180065318,7692759,88724159,64524840,37352709,6021559,210988741,,28773933,16409706,,45281227
HSM7J4LP,,538926416,14017527034,10866562982,26477844,45683307,150929500,4362029105,72518590,1238344270,99067325,8770017388,3107942374,1439968413,354740031,37327002,102954492,3344210522,636856630,7412304013
CSM9X1Y5,1322303348,8330580038,182628267,404016943,6017505,653152627,50589406,75384185,561235456,105014094,891776549,222213778,68030535,48622497,284870679,846965690,189730757,32710259,46576500,131207964
CSM79HJM,88898495,2555470873,682388035,645612610,3510566,328918008,45540213,76895178,274494045,205741912,353138836,697917851,251524701,97907953,117909809,272650054,247621573,90308878,44704789,600913960
MSM9VZIM,,1213354355,4543662315,1645444505,15870749,1487054919,30626617,58162880,311330937,67571063,178336253,1119162602,1642029647,437013279,42796258,341716993,102193341,308312488,57052040,609570393
MSM9VZI6,2793888,708883864,644717953,2132199585,32486764,302309961,92382698,333333734,202387918,13560981,986340401,805916239,196055609,442584641,35246806,408185683,116583134,115711415,205729273,451899504
CSM9X213,333004830,2680337347,53423724,1287964361,4382873,276369434,67410951,292169007,199772438,19650865,280922501,44932291,32168992,150328436,141931510,297588122,106727408,17029632,158391997,50585324
ESM718V8,3223594949,1502051564,145944006,140161830,630129429,141950456,130869905,268634525,110521089,65304288,152024580,111333705,38449880,81868937,255794869,545150705,103234797,18323272,138901503,88345728
HSM7J4MY,8762171848,1101388855,1728409130,527138104,678625766,570880148,153817447,1574351590,787495094,40673821,2007860061,263281547,185393994,1275356162,74225323,407930831,346563585,91940363,1866849974,170005721
CSM7KOQ1,,100430300,3263036268,5087143216,2616969818,71705004,231563907,3879613952,379212317,14242447,2171024993,3439373090,725307030,853002383,122059750,154866895,431401426,685941498,732060129,1580891497
CSM7KOLY,4891750625,4642945759,138818173,335275343,6070584,312645895,64872901,115375684,530202567,104731763,710055092,154811342,57652240,61959966,210978359,1506906,129845270,30868728,67690069,98921731
HSM7J4PW,703527360,267581606,1129095921,796806079,19838767,378245965,39247270,60695562,96696730,99034846,17036930,566014695,142156470,103577075,77309519,245940912,112047168,95037861,267402710,325768756
MSM79HCR,1314990261,1092599119,1133626981,628319930,38716476,40940362,199069656,1117537474,711807933,51217620,1401256511,1000449747,259230287,82907701,383828123,853212512,329429308,109853395,44231597,550145286
ESM5MEDD,2158364433,5835984755,222110635,292690023,6875584,417249724,31898720,141885610,226812073,25883002,24335091,300932779,62167563,8802769,22281917,108712832,101883056,34320336,1530080,199779469
PSM7J1CU,,9396553,1695932476,3254324390,19358141,171045039,383966723,962363207,68699659,9050073,335826489,809826109,324599881,519722729,94153086,201881821,79710606,941935640,481548271,593511721
PSM7J136,721330754,289533690,106169508,433974739,124265142,344004136,39465983,129829873,950236148,54627681,58916317,130400611,41677724,131632600,170533435,368436273,45443485,23666146,20259152,97442997
CSMAIG7X,,2170448311,450890322,383403541,41241833,579022751,413669420,591212328,300561261,41693134,572881053,629139639,167426808,68784218,174403106,399643687,94453883,75788291,26406146,278773518
HSM6XRTQ,44103591,62721487,9533790295,5490487490,41577545,124854322,21690729,370234573,358349226,272328543,1334046762,6193903082,2727645185,581358708,33472984,736925490,175504910,992522398,1240277034,5066640046
MSM6J2MH,,8630009077,69648298,745478041,63749915,296746565,60336246,493538881,75713436,12260125,57351390,74209923,37595680,60047589,89108481,1058610134,57499399,18789105,776228713,48401273
HSM7J4LD,,1716041063,135094934,829985397,290310627,445129096,93167935,155477951,298411987,6643313,101779376,137373527,50643365,132292081,110318154,1765118291,62029002,24632603,489102589,83671990
HSM7J4K8,,386215708,5025398672,2808373317,40546020,144183382,228268350,2268904876,511717018,14641072,250285072,2838214127,1245523697,304949204,43738105,139531947,277107326,1415085903,1373639517,1629483100
HSMA33O1,56088371,1482739127,434240409,305454289,87922695,136781793,138435104,258316128,591319272,20804349,259626484,425623612,133189108,2849489,98848897,1145882,25700674,79215251,10082436,247521066
CSM79HGZ,2613059254,1440184900,414545325,540641821,57433117,,325415444,498464216,551553465,86916595,299134898,487780561,112412483,101822560,172283215,356062745,194195830,73270383,28938168,367699190
MSM6J2LT,2783059559,5002477644,378785291,314976384,13965294,563396204,510179356,706707238,100872321,9212214,117102296,278776177,114114718,46054639,210116009,176233923,53986775,23080745,429821753,180861670
HSM7J4O1,378299425,1919812673,178099648,209381351,7633733,,8453770,91323660,97648010,23995605,7645024,191240722,58620198,5836642,42030760,124067135,46484972,33583575,1966496,164207188
MSM9VZL9,3819754950,493853504,2593212938,1243294356,43542432,671077027,42649500,99163720,1381357467,365601325,1919113541,2163020331,752103629,175015225,132079260,9484598,308875303,529940020,408160370,1422245122
MSM79H7Q,9227337878,3796643774,3126911324,1486514527,6297499,34834563,28118676,201209101,755914371,360235200,809384881,2644983327,989902451,100576626,64351735,241952190,467057437,675615623,94905713,2699482225
MSMB4LYH,5535277845,4482321462,1712380355,1380274908,40525455,7200616,28395579,128937164,272596090,130549898,377987770,1573892505,478022908,81326276,42399225,3983745,146504529,213314230,7839073,1077562568
HSM7J4JF,331365608,4213992860,311962366,943241201,17604782,241241743,20577120,164442883,510867139,55228175,1419003638,328740869,95155132,330828305,107482941,258382310,48458891,47857264,358357294,181507840
MSM79H9Q,9133890753,8220491163,2877355952,1429739092,61319183,5652420,243306984,426320705,5078174267,287379850,1354808091,2592288150,849973698,93820870,68099663,,361165474,432269992,23554341,1961954490
HSM7CYY3,,289809470,8766461763,7623560641,1811925596,66180967,196771169,2518636364,367901302,119267265,2453073948,6249143144,1496895165,2588470436,63382230,190062178,95683294,299652887,1006394542,4902797530
CSM7KOU9,2274538945,1273735830,319004480,478043267,1186545,,29067998,90475083,815668095,41609362,180646765,454828617,103988900,14557743,126399356,,96847022,42543790,4113167,344322861
PSM6XBSK,925279262,3275209733,1140383434,793268167,769026678,472291493,154028038,827818998,370790045,52174769,667707602,1124558086,313076187,308004754,75369431,196924363,162993712,155142621,2362024389,636973702
HSM5MD79,10931431,992346341,316538849,1985195101,211258297,239903367,61830507,1023161249,807325089,35329985,1551170734,304221601,90060262,388850516,107288855,991507705,143336033,93524848,1022743234,242704622
PSMA265X,142609374,492188124,685838288,572899453,20524818,139739570,84758961,514384386,114705360,113138939,1092873849,792421499,232444816,567763368,26525494,1044343474,60548963,125378630,823738347,436218607
ESM5MEC5,6764393,404697950,176965101,1466979734,625446573,156421328,98056813,175506120,172870979,101364250,428131256,171792987,97183944,564498111,64982650,1839220963,68805747,37686514,695207457,97737386
HSM5MD41,287870631,2375966898,214302488,614992569,338170457,123941667,29969128,190593018,413084733,14451947,392082680,335920521,92367122,503485066,18886014,424099443,103753464,45120322,486927384,212715011
CSM67UBH,337076,82454347,8069415799,4901745847,132205752,303333707,20593496,157159465,424236437,27244481,2113702502,2585982426,2335016230,1044862801,270974729,710492330,3992769,267031678,216802980,1375955287
PSM7J14X,7133059640,3403933979,2007160833,1464846062,51323064,266780804,378011263,559009927,1700808268,213075290,653129713,1846183725,573146411,63949237,138829952,862092440,138088506,312152994,63126324,1377455231
MSM6J2IG,,527200141,333216291,474344221,2134221,418995866,14818761,276764590,89098566,39302307,3077600,343925214,88772297,90281404,147273675,132484965,52110792,51343506,243424193,212080302
CSM7KOP8,1359664516,5218959421,113606411,130264517,12753154,31771202,25372624,262798110,849111330,3047499,681780288,111841040,52682798,77774452,169785848,3448064,131586944,37523855,23260644,83827991
ESM718TF,1161498522,1632508687,603224216,1425632206,877190703,85672433,566119367,1579833747,337255944,283571933,853902486,456392192,176170998,1264630873,83918289,380337498,57224106,210666255,609956284,224072294
HSM7J4O3,51629265,1095111439,65177911,94415045,485863,,3156378,19895076,36981162,8010839,2875331,72167318,23361877,1913796,73808730,60493513,17861304,12528510,489177,67101313
MSM6J2OH,,96928564,4117565040,6206285895,94095525,184345776,68830419,961681778,771943377,16447017,534742696,1166285484,656739417,207880828,66348250,374734580,298922245,103317418,383602013,448297414
MSM5LLDI,218623756,4079132471,1941881970,1332002338,1346025024,22667552,,345723931,6708568633,95738336,306955100,1707461997,546549977,167941928,71345980,130673399,386312955,422299671,62323976,1011545802
MSM79H5G,8078263846,5716154266,463813756,422391680,9824003,,155059185,199219740,103099603,220297589,553008178,502741983,149041008,44749154,76468387,,210760533,53015297,22928868,463095440
ESM9IEP1,10704444277,3149959314,360550625,355451667,50784676,10903,1467504967,2200634759,546596522,89636048,106202709,428424376,111658648,52206738,190878516,7917006,130055676,50220325,9205080,254190350
HSM7CZ3G,2466437416,296594852,146246094,151835868,59965311,194550554,166847546,214912867,434125641,32226728,288257502,168466878,70730164,56594979,169712125,350491792,69190191,48363954,3656481,82629789
MSM6J2JR,12728242,250519851,490842148,607807495,42048200,685600675,36690696,257618711,116916315,6708396,44517326,441386233,136454312,264565978,203845451,440476421,28647191,14462633,1590539,355741255
HSMA33SK,4668980367,2824009636,1903109874,1256060509,1424380959,,36117355,145225092,416599120,211400300,104917192,1721212261,429596680,866303294,26601095,11378794,204800577,287188805,25130238,1495701654
MSM6J2LB,,461603752,4694689198,2472326604,480664242,55391091,654127724,14896593481,466123566,98208646,209847105,3233866912,1078646624,365791685,204762790,142620616,99365787,328806030,1041454621,1283881869
MSM79H7M,26232075,2880303035,119950993,2915593696,90223082,186377697,890072009,1229415177,280673416,28891384,1663933777,124929544,65050409,374097127,144117334,307968160,71262140,38050970,534199868,97048103
MSMAPC6K,12900444993,1375663214,1341745756,844134151,1992834,475782217,150820920,177472201,273914503,335264910,759989781,1182822024,440315321,109644220,119644570,3457715,545903560,236643461,30831448,922743921
MSM9VZMU,1607560494,1721202143,239170603,302665485,1949361,767120531,40621859,102686053,199396226,50526557,828511418,244178926,123955860,105742404,207949601,1932584,223830367,60730050,37559867,148376900
PSMA266Q,7564996118,13988124015,2064554601,1685935981,35133715,25716701,193606465,894742150,646870227,411280748,83190749,1947759351,494671049,345740163,31440545,653235312,386184303,321723786,46414219,1555101781
MSMB4LZR,53806989,900092743,771242296,898410359,40532370,527790480,22856935,361732363,262872812,111869611,195217176,637711577,241407647,45917509,50122663,312240725,64460506,108461311,41912521,365421095
MSM6J2M3,1797451108,9757996712,47704792,226498604,24947986,66473683,1182575676,2007059418,277924513,14671151,154174328,46025618,24133593,118857386,383479831,1710143,44396505,25961472,111581724,44535949
HSM7J4GR,255974736,833337339,189665792,372403479,21040320,255715806,69384341,351490462,151683638,22110490,943675702,307582316,50109458,39950836,86061408,230236306,46709295,38715972,28357452,94933652
CSM67UAA,,115019594,1576632884,12759956620,1880310167,103330696,500365012,1907967937,185696491,11418264,1417669442,1197729863,434117128,1697642096,180229600,286501226,56510273,329292473,600021554,614518119
MSMAPC7J,13002684171,1467611084,635639302,519431145,58731813,42029940,61062069,181881314,262305492,201356157,117793650,713221841,232549291,90383499,195808530,169050955,214795430,134814784,41334736,505347719
MSM9VZP3,,128020073,308843111,3770458979,15792380,281412814,465340285,1397147247,53897975,10895121,137149823,374492272,58496716,297689449,104823348,2373075693,206143818,60269531,360601706,423361393
HSM6XRSG,,89220785,8815771117,17293447613,2581720903,422502569,24105306,1313935749,28899132,11891144,243984057,5210413010,89899202,647496947,81810036,30474787830,135313077,395344511,619133488,3989978681
CSM7KOOF,,2903859792,861660790,587055680,305272633,19093488,310646976,612858923,287326623,95414160,1348272316,780187975,241822133,170226864,227239911,292996449,336121257,149267413,213565893,622547395
HSM5MD5P,,75140171,1783862002,1195734476,48490303,244292685,25147449,86911224,770620929,54860511,1395782808,2017257704,480454743,99516049,37227372,639951646,273162621,284308991,10794372,1538966444
MSM79HAH,1135062487,5216683399,939489733,678854431,24002225,641352414,99160883,278769351,385681128,65989970,435101722,942533189,311635828,81799820,95019826,518359959,152174070,138127111,39335614,590282051
MSM5LLF4,,2183655826,266747147,971937941,51308766,252830714,167283533,510336120,91516679,20357839,45948679,327941713,102619197,915609315,106286371,2825371177,67006813,51691830,372576597,149219469
HSMA33OR,,523121038,3315998835,4516140794,675596083,284380649,133949094,1482210375,42702972,6625988,77870331,1779051005,816648919,173018963,37090303,696793880,226839907,1579506572,547650272,1091836905
MSM6J2J1,77326900,3891430657,420242398,1494230856,422198375,222617537,359350120,480293891,44969484,22952414,353294132,290408250,149225497,486914676,86879793,1054461328,161750965,151805975,1467967422,173937371
MSMA26BB,2997457033,2373732015,1089556342,585505407,1785330,657940721,156455487,284700863,126670544,122066107,483364652,970956881,355280642,138975470,130663882,1411579,394702866,207403933,18982086,578285478
HSM67VH1,7275316,127139822,613210037,2348618121,8598753,139365952,28704826,62849100,366637121,175351153,2016795650,748329756,220633951,911430903,33776308,722661461,148063917,104389015,3471868360,374756762
CSM7KOUL,117485740,5657557330,196524582,953194380,17841188,427265802,158769040,303505435,274043837,94781263,99977743,253578189,73210488,380263512,313119991,531722566,133495866,26603271,152582997,164073751
MSM6J2LL,,728468083,989988946,860980449,13772360,324451796,29751781,525960553,31397222,13460999,29477102,314207094,445899318,152262031,86433641,2759468805,185689664,133707903,395249854,222326789
HSM7J4HO,,842959218,6471614603,3683450512,140332195,158074382,123469493,915855284,92340136,10819851,297896657,3628366787,1492742941,722332408,45060169,2331477210,458523115,1653578062,1650910130,2564966434
MSMAPC6G,5870874268,4007741315,1028999724,939492368,7938255,339641375,43860122,71787384,1232005214,236031930,1282074133,1032860983,287614372,83172214,32982723,312388974,281683948,170089320,62249857,750599979
CSM9X237,18828176,1180136149,565641645,1518169208,5250695,601493001,63710336,216636292,347770732,40514681,631861350,1259798785,157787957,325591178,43341035,455835413,15795078,99076100,1456869748,528971928
MSM79H63,52632871,62613357,171915353,194998133,22579710,220951091,126479810,191046893,1224171447,17069148,474967648,197651030,72321636,76041330,292881575,227325465,130455521,32696411,12360765,136588545
HSM67VHF,391318286,2204377800,368212417,1306845029,5724956,551270652,112866695,116748433,210859771,44448275,175867773,185612310,51538355,206750965,180983434,561231496,94473471,28855441,570506039,137975222
PSM7J13E,3228227798,4328516030,119285891,1018165660,183571817,97512369,50142614,147375934,100832289,58621047,550351796,92927827,49851052,383767935,119185232,1045888284,39424042,18744364,290738534,77544203
CSM7KOMT,2486829843,11382424766,1130154171,1868952331,58461254,774244245,34696393,455317714,1013852163,104261850,24357908,1367071385,312635093,11284555,35216417,3204258165,190388766,158436355,674022,870962652
CSM7KONA,13612713,1114577674,512040260,318474582,823257259,148078104,35295021,182846240,2485790462,65069018,3341806509,418413854,173761104,604168036,221309707,842025355,47208521,57324887,84724915,284593394
CSM79HLM,683921078,2178248611,135361875,382595075,8496825,370772439,178540585,629634994,128309445,9918119,478458430,310420011,75048096,79996671,88114732,259303083,67021100,30224145,82642320,163999799
PSMA266I,7003733312,11231323229,2042135601,1264264697,15047621,36124140,23964877,193561418,211833308,205471884,98055562,1938044851,475801682,50623176,30074436,509152911,275746432,299055674,8279320,1428121705
HSM6XRVW,44873708,245404525,5060704596,4969933196,489727771,358644535,75997759,27432361,424725575,377455873,240586247,3017281549,1084427636,969581559,42951620,51134645,52852955,1077554790,1111457743,1858074371
MSM9VZLV,11093026755,3808967168,3269304940,1708460253,412279764,,60073035,386116679,1769296883,17131679,67858299,3084759979,700379927,104376394,14374194,4780598,99893957,400103413,24254677,1105386505
PSM6XBSS,2410354437,2703369419,360033987,345149142,14043623,469835176,108276576,366444090,334465062,43883856,255396150,365577276,94872786,416531756,118499429,872296144,67513873,49032402,25338729,306619165
HSM7J4KC,2837216380,707018191,293445155,326191677,61620609,600016909,122761132,331188776,392244315,22228229,78092120,224651623,171788657,154641041,51439029,719364813,117663910,55289717,189201565,149865447
CSM7KOOV,,7474458083,963856181,948350884,4990518,867423972,16896761,224319933,283175584,37571436,66557071,1064528379,285032568,16620758,99065861,288215852,182446248,168891270,30771128,685551413
MSM6J2RO,2339482159,6862928459,71806952,309641765,103342770,,588671893,616760785,283483490,29690983,444360045,82456484,41634381,54758664,292046653,1162617,97007189,22276622,21728745,63573889
CSM79HGP,94332362,744352302,158524751,228690130,156851134,566970132,110841444,161854193,158059877,26055159,701781246,143944074,92036952,425128778,156006552,332810910,80661138,54146618,28572787,96303139
HSM67VES,6915598942,680409695,108849804,233582010,28290342,151896741,62571941,117096740,236258533,22552972,183679019,102805252,60885913,30771033,98629358,635804047,82120210,39727493,14561814,70311805
HSM6XRSN,715315675,1017538756,219559472,410940278,23915475,142401266,451605584,815937474,367136648,51764403,2193181573,220357407,89946284,404536308,152179828,1043810704,103239293,58310336,78989341,176977363
HSM7J4QB,,57454867,6414956457,4367032746,1440602545,389182822,507668601,3912056709,356275620,32777700,1131568894,2651106791,1010567098,804563224,142909883,19279700636,408832809,786190381,852652373,839417570
HSMA33MZ,3672943,37124364,386256468,1326289914,14827051,221913657,42909296,531155777,177808525,8992841,7947115,230322233,121103913,85524378,79101946,1196820513,23132859,47411388,78323461,101156008
HSMA33Q6,70938389,1488139906,376604954,315663229,638648,543335620,41375082,583906427,2041710947,71670777,1113098948,463676142,126614103,377148925,61978734,429526791,84120276,65748966,559361544,233941964
PSM6XBUG,733542,106083787,878925127,2050176995,757237946,176500488,66549688,795536006,59081382,6540015,144383281,655809622,116889696,317674071,44553516,114453510,190816459,30609345,647430963,376080819
MSM79HC8,6792011425,5586620313,977891435,575858259,4089689,40475802,323816211,377931564,1488018010,398244831,669424187,976272651,329649221,80466758,127744607,254484442,272507873,169580442,50852916,747693700
MSM6J2Q1,1343494439,9658337803,135905166,431309300,14896918,131188762,404178691,850907152,209175419,12283682,139691966,96930457,69110741,175454382,617636350,33950343,100022992,60935275,95149723,80749448
CSM7KONK,,3840325633,626725712,496205879,2111279774,102991525,767020594,1092462959,3061443153,15647805,2074698781,378040492,192524094,468053836,414866793,373976969,69828121,105967315,194800920,219811463
PSM6XBT3,,1656688044,536570861,4680544241,67722979,337142673,166366804,1814613916,175618817,11318327,233828353,492416051,146427362,558465725,793551866,741728262,164276363,60148816,144979608,269342590
PSMA26A3,2117259,305588207,1463073644,549327058,5774282,223476001,22115079,204657552,435166714,397700827,143829528,1057373819,501331442,581323178,47007646,660988634,205756082,237407675,269125781,822544777
MSM6J2J5,3744666312,273296226,601491273,408455793,140857579,,172053118,465515398,133296109,193628688,113906250,554552897,183322074,28802272,194060138,140232697,102633479,113293232,11609156,409869148
CSM79HKZ,131985935,6097473734,493587421,1574709761,1817520056,226221819,69048369,376479685,254187808,42975743,3549816263,468416692,135205787,155703964,62735384,352058511,119601382,81157362,469352793,241367736
CSM79HPS,146258490,291173268,959002670,778393425,838690842,658877164,222561560,1837874568,218545785,7114409,137214221,1173959444,210986644,103432916,243154691,3003776705,106773207,43761910,552073582,738725771
HSMA33PZ,66339781,302344355,241760603,1331257214,1237472,352639487,43298168,772426461,487890710,16400539,1264319892,115363368,94866848,294680120,31447377,779591606,103752462,66453476,796767642,85992859
