External ID,urobilin,methylimidazole acetic acid,phenylalanine,valine,cadaverine,7-methylxanthine,C18:2 LPC,C16:0 LPC,2-deoxyadenosine,urate,spermidine,leucine,tyrosine,ADMA/SDMA,linoleate,N-acetylhistamine,N6-acetyllysine,tryptophan,"N1,N12-diacetylspermine",isoleucine
MSM79H7G,108153594,4371856126,905687484,2114584824,2877844,231866451,520385969,770828002,1484058618,295151330,1707048710,1048145042,282462908,647014179,181689315,324884180,76155311,138348803,524500001,731426944
CSM79HHO,8922395868,6465004373,264155695,474943809,8055872,,62746145,531129918,496670250,41726654,1640253382,322051290,101528079,40719581,220141777,5875842,97224789,47382552,23530615,201406964
CSM7KON8,124723712,2029754405,275854069,437347399,15652354,731738080,246249952,808911956,87464301,42595117,141361651,450768696,94918032,176207456,176377464,140467971,100379336,46160896,574709830,270416270
PSM7J19B,22651547,340161096,330046593,289868520,1562230,48823136,,79361248,50185510,142264700,324793,385555011,75406819,5126126,233887621,76283631,30400953,50928667,,311744853
HSM6XRV2,114420931,3888420824,2575307188,2694887338,216840187,269253025,24383552,336253193,404792946,12225793,1494325141,1729455844,927649703,650995098,26852426,548573733,162520729,514128760,528958361,1076977894
CSM67UA2,28892708,2925966695,216227705,253447530,86279082,401448862,30354272,85205203,252718184,56327467,114097834,268413520,95172558,236276722,190593986,182823731,62331787,48590807,5216034,140962949
MSM9VZMM,663229749,654441905,241499078,338262406,2510359,379817794,286298624,443258512,1043980081,131133444,763451703,275223034,96761796,99933806,431145959,166688816,155020047,62668103,78362454,159696972
HSMA33J5,6090258843,3972140174,1261334239,861765532,498411489,268759725,235543557,426343718,751453572,28936442,978583232,990867519,383575772,401059241,60736388,1149952069,226132124,83542974,1251393483,696811933
PSMA2675,19906590,135081838,755512401,507734762,1880118,191423390,29428726,353755510,74433757,54397997,411318390,675277897,302131177,440808360,30920902,498062752,132247682,116730879,940150272,408153400
CSM79HKB,3392390078,4955659892,292647131,442036936,,11719782,32865892,202952885,52338344,80566569,38524830,428296949,107972450,9309276,99051511,1186463,79330795,44355830,1480695,293474394
CSM7KOPS,,295098188,2510868735,2714302985,889621522,58173385,495653267,780558166,297836575,6237895,724239779,2046794960,536949280,468387411,121591386,2170767618,364479599,568149342,829136596,1186082534
HSM7J4I7,133150130,2471668924,24901929,34398377,2177692,,8781392,58638380,6791596,3752659,88732,24320957,11396400,,38053477,,16122230,7778140,,19936765
HSMA33J9,4498148954,3575267471,1851843180,1165387764,494267273,291936640,14520302,111094310,403559535,129169625,123817706,1926156914,422042627,344125096,30823573,1047088178,435767406,271709256,31579925,1638425684
MSM9VZHB,6999028625,9172730476,2084522546,1387380476,403987986,,54736095,130403566,994277303,354906171,591396393,2120476335,521272910,298739276,94719886,23890870,191196365,238965124,30984061,1459450145
PSMA265H,233451238,1194328867,333727522,590131016,60465720,266093048,50783052,201260361,36574477,75957283,178877345,398083957,105681959,555554304,132300644,187341868,71302593,48325845,343749142,271264677
CSM7KOSV,5147679690,5682213163,254879735,558488103,2808621,,389067464,613840984,1106339600,40607731,514692145,325124528,103015137,30014822,282614005,4688154,86935297,55848995,10102645,259590405
HSMA33NY,4431183637,5801264985,986535699,1997832233,598298373,138283433,167273819,273668465,836160977,76423666,1098765666,1490057543,251465984,388214457,79710077,394164597,184079612,94900810,397220996,834988382
MSM9VZHF,6679278760,7787694816,1700973639,1311728002,22780857,,7066375,20073662,674640441,309467009,84525711,1630022160,449728835,27422267,31864488,533727,116532329,242346349,2176019,1270846903
CSM5MCWE,,142440013,5612669321,5180023107,1433249520,96013513,4980366451,4845388598,185461699,6174797,472063107,1560659009,1271858285,477167509,136266127,192104638,36530966,518362759,2031133527,809389150
MSMA267V,2127830278,3663791065,746758507,1136092547,6878607,10128718,99120068,254499584,69633037,87548389,204210638,500196379,242580851,83827253,190678405,2156239,105517783,68424105,15410331,311750845
CSM67UBB,,3014280846,344119967,287084168,424290158,297019279,90567617,298477809,170321915,13414816,257793263,336965283,124358922,138960178,125378895,5047859674,167258090,78701208,108483198,161277923
PSM6XBUO,78888549,3211976242,75351851,1073615535,2125219231,262118219,389061111,331122305,42249901,9571308,88024132,83997178,40957460,250398755,192926614,1007559141,90554047,18606365,761425682,56651049
CSM9X1ZC,,13569267401,46237626,76180871,187818705,626883707,10518226,33041034,16416539,15513561,142480886,63881836,21729505,18489972,83554053,267795517,40788879,9533645,17571091,47366097
HSMA33M8,603531740,4115869853,258651292,629397515,26956368,396813132,114629314,311559122,184554518,7775965,226189563,341935481,87334931,80423716,17649321,413533789,108574533,43942514,190514894,205800980
MSM6J2OP,1573273,2343009965,394760937,3924132101,28844694,236183897,126206300,2221418885,315060774,53351248,477885104,327799985,171986563,115872075,178482977,190339270,144425642,120477724,285050441,188546582
CSM5MCY8,481394713,706379541,273663801,276944424,837326994,,25925098,183708418,228605162,19141674,185416521,286642105,71570067,12041786,86361258,816521124,107397300,53644355,11445897,173363967
CSM7KOJO,,879486061,1097356837,2321299959,519281302,122838867,2019928852,11011359347,190322422,35625360,2481773294,701447489,276453239,1521776346,286013832,181496426,199257612,270807046,388694566,437566586
HSMA33NQ,24564039,7751515683,330254319,1518377067,5684399,263693454,11588643,148047056,158863838,194579413,106163402,371195535,83001592,346635644,23076507,415701826,116622497,42698252,14543581,263968847
CSM7KOTK,88372828,2122948717,292932012,208268856,1485488889,204183844,149430432,128962560,595948364,43197166,1272165754,194459221,102503493,712534859,444510349,488342882,87964237,37837816,124190528,146015629
MSM79HAJ,4929124236,4611558854,2312015799,1224423438,75200688,,62023373,236494895,601769102,117405461,60785914,2040814409,576757946,55147715,15867522,635006,104078827,370074773,12388610,1142197459
HSM6XRVC,6175101268,2658553697,1014570613,679332580,42697799,335247774,79454317,190050288,422051975,117149749,389041177,1105286119,344720799,482938382,79865992,283460726,239290544,150651381,2843482272,770045282
MSM9VZHR,4265718082,642703073,954684324,558798593,4752452,,31737398,175188032,359714132,78528444,362735660,717711331,305878950,56035426,20219503,178851267,198568457,147718191,14656096,546533064
MSM9VZME,157801696,2868613151,388042665,366803191,302878963,136915306,77990026,113433850,190663665,17492321,713113707,448722459,112734991,258915795,80787104,1926493213,97106770,61011046,485617748,352483704
PSM6XBSE,,27402188,870600861,4726386993,329903902,177628234,2296092698,5061488347,488303114,17891100,3259551087,424172506,194231211,1595921257,212946434,116848797,70885667,109695512,538657607,181476699
HSM7CYX2,,8974409,86091384,1831586960,106559471,248487622,391992519,622628979,35626189,4131879,475315139,77285925,29218975,601379290,73967113,1169060172,102454990,96488748,4198221723,90346965
MSM9VZOU,11257666,1986226202,3387142596,2750869308,28782421,292804426,273278259,490555258,294282340,167136138,129915953,2557883264,735929978,571652175,210401673,1538526748,188056790,469562418,312288513,1344971666
HSMA33JP,856827092,1818952779,76091796,115277874,3546103,226249278,143046989,139277893,49806710,30563736,163058,67949697,31672269,163481128,145880533,64320181,37490656,23763065,,41854496
HSM5MD6A,904231,1722636719,2162932635,727443999,5762599,119046613,84356640,130375732,821325116,276216631,65420684,1686894570,543299473,576870750,45064705,183047422,131896730,325026352,406122298,1295062059
HSM5MD73,6688613,1041811870,759526822,2971051070,1173336756,220879285,213002993,1445615889,90895241,7198230,538743529,502275484,232488379,323164492,147376778,356629771,137325364,35131668,2540746642,225604715
CSM5MCVN,,538956297,2242836138,1597290134,172384264,492048568,38336204,291295563,475783651,11520691,1548758703,497565087,1499691078,1067667365,140533689,471192409,14147151,57364251,690626608,279024276
HSMA33MI,,322441964,8737639648,6641094683,115866485,266467732,520597318,7232173043,151095219,35608648,377471256,6598512921,2081997068,1258438217,102751764,151249596,633202175,631785236,968330499,3801740766
HSM5MD43,61319075,1390100902,994952222,1628343779,56902304,188934068,93467454,400569415,123700928,72812429,979246631,1136702787,289049131,687950210,73314329,1288932955,199532306,168184581,2857057329,622512316
CSM67UFZ,9651202,12694437551,638930048,1049349428,76523857,67280294,155307676,519347837,294119316,177715291,1027058220,665299004,221188092,114592695,77786997,292671136,148385163,87292485,451060731,406434688
CSM7KOLE,1597161995,1207399456,716806607,455598071,122440143,256837872,,228595262,732030897,57052019,306348088,676556446,214307458,63748657,234402245,42653595,73303202,138256290,74417277,397408969
HSM7J4G1,304645264,1543081131,229294222,119970760,115357486,4652971,4963563,55627470,53329160,34243785,20280628,201044032,76331071,7557485,121281012,267665397,31952739,43899262,3842674,109900094
PSM7J16Y,6300158302,15352450190,606089439,586270964,7097245,,117960048,373890484,146613031,28079976,46351204,664013190,162154833,23803374,71642665,231044539,67495776,84073097,1119859,541326754
HSM7J4KK,7243559453,793929471,243078745,250683651,13725763,244844772,19472588,119396652,342520447,83794881,9893627,287213064,59160611,170277388,42365709,116140550,72265752,29235454,1724158,211501246
CSM5MCZ3,19491458,1719439660,73420615,121242840,3388622,1376924780,10450818,174418278,56376133,4629053,466597671,77693923,51894374,257553201,51087330,246594785,59397458,16319062,115438175,53497818
PSM6XBVM,79602391,4572872602,389825108,2863642147,156901316,186646188,81723218,1359664015,650161129,62560345,1097351981,404556833,138252716,345993497,112566979,925003662,72226364,59623941,335496766,243216900
HSMA33OJ,915274609,1421980615,347423052,439792629,906218840,493565286,120561725,231806841,497169836,22012762,518065443,416491638,126656391,113383730,80099582,1167769133,172967708,56588584,125002576,291901779
MSM79HDA,,151708215,3195569959,3310097388,111050653,46086491,523627121,1829102602,353668847,69136170,882411900,2645348700,781994987,979382769,348371083,714842101,124060955,373064739,88208918,994041160
CSM79HJS,2330215,658512005,1485731415,1949150860,25153945,432901581,147494858,557488873,173356095,54625482,1402632110,2228435972,445049991,140375570,99180357,591362207,115188746,247198819,1544639920,1333309499
MSM6J2R8,3851958485,4348294044,261500739,548837067,35912076,985109548,63757895,413986286,198622538,31043042,222492894,184182594,71825447,97354467,50598160,576787392,63794353,64778907,60991386,140675119
MSM6J2Q3,370803595,2776930072,208741726,213278964,651447904,503859126,66279918,178890267,354630859,27509475,50313411,218426076,82331241,40491990,96511259,272764227,41145301,33537944,4720615,140467843
HSM7CYXA,,2097714819,1652856529,3574270994,68375875,458241500,17578426,64268652,632724661,149291453,1142274845,1616666296,672430953,55988515,26717508,1455084916,486706550,199706021,3088456631,1186654258
HSM67VFR,,883061323,176254843,1815735599,662437137,177833773,290218466,420216971,301263589,372619592,363282456,197274435,76468213,724937190,132739774,1096812116,121813797,37292052,1678650526,90710752
MSM9VZKE,3517641700,3462326531,704320795,433418015,15246899,1641253933,21042569,108132783,149526612,58766291,119459972,786199259,233425735,30280328,21901953,155139334,126346588,112100408,19546309,458960743
PSMB4MBK,4528507658,6072403885,2135901412,2514164850,429484934,145264521,22526397,94905813,692629344,365681945,792269098,1932936592,591559373,59213726,80420304,255646189,240134392,377133790,42723989,1330547921
MSMA26EJ,987196,6930962553,996709003,2677048613,15554580,667974568,15069920,235093518,306797461,7111451,365092391,806430030,283623150,478288216,30889083,1078302675,71216044,209146821,326349515,401082477
PSM7J141,,79257841,1745826658,3072145081,9115697,205067943,980127058,1351040825,43613591,7083726,267600922,374758792,488806663,557888804,76568588,361703449,89353043,1327631526,483796557,277686415
HSM5MD4O,52924929,1279821597,2084969813,2052767888,27518484,165295864,142738653,692199499,230619860,64187297,593836246,1096439470,702504784,560794554,149089368,625343135,120184592,94254973,191299108,631666772
MSM9VZF7,102362503,651180500,4459563,24018246,,6734930,,2823089,177131752,24512311,414714,8448878,8669179,,143814759,,5847084,951556,,4397247
HSMA33QO,6236273811,3425214644,299493128,291587223,407565925,11517816,119429413,216514475,439203583,41553770,174119889,347849165,110385744,61105515,84806109,5216325812,147675832,48582839,146867541,236328401
PSMA266C,,55362396,7301428302,11172716278,2033987464,136168777,59361433,211225432,56301197,2311206,34287500,3843042092,80256401,1234063992,150240335,26153688450,102297711,236817622,558584158,3884172468
MSM9VZGO,11128133972,5387852752,1856261212,1250880049,152467258,3503577,329628429,512525488,1601587245,321018715,1062910766,1899501928,581982126,101147855,54560210,3360769,294632156,301717194,96248730,1622269675
CSM7KOLK,3069946932,4120617315,178111015,446201015,7039342,,253947567,449389427,662756319,27179673,1280195431,191283351,88280493,30429565,624572204,1415782,78888047,48069660,15677614,136858774
ESM718UH,6381059977,3661752478,90026802,223139185,6869091,727848508,951332837,1221978924,397165272,19052885,126416489,64648626,48581600,94088515,163834249,1124803317,141297657,41808680,312639482,66518891
PSM7J12R,,32209133,1519241482,7361437723,1989198856,88713037,50210687,896823045,953893960,15619203,463379308,1332850153,455222780,936309538,81797988,16721253159,158701622,230086088,183224851,566510954
CSM7KOKN,,2611316458,278794317,1658021758,494815804,323185278,752508528,1246825244,197550570,19223194,295409621,239501337,122320055,247360616,287205455,9875731383,98548210,64434353,221142434,116060358
HSM67VFZ,6771065615,438614099,802503680,531502787,327736335,387800269,14134141,36709847,62346480,137243648,208823,1000626171,214317853,3354831,9985439,858682450,101531644,84035476,,816238274
HSM7CZ32,,62156650,410002917,2424150489,2000444016,313080539,16532956,95607746,121118427,73589659,151035902,331278105,168375160,1147688055,68756172,786473388,287443037,58321552,233097828,172162232
MSM9VZES,220547704,2714888055,798501364,551507648,1117608,,22334132,110995867,427504460,14551207,53740566,987805361,209909754,5510341,82674594,131612069,24746852,93137607,130445035,829521695
HSM5MD7J,,489495829,2047081479,3003282323,191956108,133859925,323869726,2105100751,437042010,6033259,389685607,779184340,423677363,623348415,141200823,661874680,95143511,843128191,562311672,368683598
MSM79HDE,,677175807,748465835,1303702879,6192996,250382439,164881837,343544927,26721403,139735924,228070977,683346689,225283822,1106258172,193612299,526761211,49593764,117725053,207183403,491029447
PSM7J193,,3329947533,386004357,3470672368,27164699,165079756,92711683,263168635,135078785,23492669,217917552,348823140,183929325,649069284,213025807,166216040,325886139,100778602,236314720,180609088
MSM6J2HF,,102614692,2095373038,5063862770,291049530,205793800,102391984,1186513586,131877505,6630875,271001058,1494689339,326185785,147420631,88003349,195882072,253860616,44646619,390966326,614604146
CSM9X21J,30037180,861683726,1663876002,3329079973,155141844,507080702,608067442,1589157687,51738997,5942011,656932712,244489353,474158044,437922271,126032808,3036251790,35100304,27090021,1619002447,312496636
CSM5MCX3,5633392,1532545865,434522872,4234030372,43366484,80719929,702509046,1546518146,333541714,189082698,1501483786,405827306,137611039,598835387,304557393,357038229,21794898,77678729,204448895,207236364
MSMA26DO,337339045,25423682,255742057,2928785787,149438741,1595417258,683523755,1687863921,144210472,13779859,1320129454,203263803,89035769,511435927,89548796,64661109,49752926,31905708,763410906,143695808
HSMA33RX,688868248,2724184275,1193598794,950470365,48198913,287321431,24585624,56910206,847680932,158026933,1602034119,1346801446,307094424,440689436,93640562,520292517,177266060,193880379,1313780755,983180245
HSM6XRQM,,131637455,1082526247,1079725817,405498791,640594813,22826285,356613208,485322863,26230230,186952095,1076694983,317979333,211743635,46703113,295265119,137032026,216889869,336230884,712140098
MSM9VZFR,471556353,1846156274,194431157,195499251,14027939,580016402,39677915,92361646,305785384,33259135,13863861,249935229,61826116,22467683,207153962,140434508,75334519,30551984,9432362,167977915
HSM6XRQW,,20235331,490736550,1659105086,387869208,289480379,1244894191,1608465162,182057066,193617164,125664726,398125437,136466365,287053562,206759701,749231315,143013883,198596263,935307074,199791887
HSM7J4JZ,,20516880,7971497009,4795848985,25683053,166556064,920277328,5709777079,133492773,32483900,741999632,5489219117,1941972762,692078458,127141145,685725306,439461440,2087795857,691347577,2788558675
HSM7J4PE,996970259,301661628,503314911,1824393040,693401763,593945883,79332263,429048544,338406612,8167351,856070718,654791340,195681504,228046209,52649422,837927092,161070977,51695715,1420976403,433273111
PSM6XBRK,1176466141,3300055334,1790656261,1242659180,1343070440,355109114,39607237,304073297,223267069,214427330,1345762470,1806303843,409456340,506871127,54660420,773317844,152459106,295126639,677588936,1041321710
CSM79HI7,,3922200854,948208839,1442802831,933827560,157768162,526759120,889788829,35909159,11257898,753129185,384707793,219640459,858710959,135794671,378227022,463137799,119214061,848067009,258219595
CSM79HMZ,380839094,2722728004,151176157,176185729,124671678,553274460,76196337,180431124,78245354,35594046,95372567,135278600,66633376,337743510,128731357,188350883,28622217,25360560,2206762,87700366
HSM67VHU,15831934,709286045,145171925,232308394,85493218,136319596,129306367,417770287,757995959,52414736,1171417974,165739917,94888630,358929071,116516458,3581869774,130336345,51642276,358246381,115162124
MSM5LLHM,5287488928,4789988243,558812123,408044557,13398568,123930050,141397164,346591351,971388759,318447654,284112837,623653584,174536744,332690387,65930810,237569891,136065496,94463221,7592956,415382725
MSM6J2QZ,35958991,3055661247,267333960,2107501846,256510232,253819238,61792175,395301443,82076549,13652522,99649155,139735647,101251844,455655304,97847054,558380381,247411175,58124386,958143435,89566397
HSMA33RL,42463954,1355960956,164320645,1141332251,56884869,4525786,59047658,664226887,538085620,38796811,54136807,117960721,49440954,22386872,121720949,300927277,48295579,28988250,196746247,80767785
ESM5MEB9,33702144,798187219,647269212,558620366,249639794,66126576,18818033,99075474,54525393,15131087,28016030,444652785,113841419,234413787,51714282,3388432970,70042626,48553544,63498006,213287539
PSM7J1BN,,41405225,3393674046,2816694203,1871442654,105643669,1127975238,6583403248,438760470,544444140,283824635,1171916704,894282084,1410340176,138901769,173207430,227806840,391169555,778837742,502350124
CSM5FZ48,53167829,4975759772,534696675,521266782,53484385,354600651,106619172,390937375,370809114,157312150,383620478,628033931,159519628,90371897,100448581,568333962,86481335,137652038,139683445,470958934
CSM5FZ4O,6638136410,1282802386,454875321,544588996,799763162,3505401,265713275,584279728,685542534,29212341,965841201,437170745,119911385,13524752,111685284,258409588,101330563,61869326,9537527,351205101
MSM5LLGR,416908608,2030431104,150882997,248119977,6263436,509247683,3437441,30481326,172368383,24610160,44095887,210605016,45873208,12185252,40435102,212596699,13594067,28144527,,171779753
CSM79HJE,92325447,1528437925,720445466,2173596427,1287849154,579429461,359518603,662461753,153846265,27629300,1182037087,757778303,240640765,199524732,177063235,299563878,61905126,157466818,153749960,433957206
CSM5MCW4,8621197,345705507,129351686,124217787,654314,1634655498,38174452,252150373,144778521,3733658,428098888,72968225,74882231,260004464,158557679,301706127,83698824,22784992,117655005,42296451
HSM5MD5K,,122008204,1241293180,1810865935,66666306,133858001,918240867,3747074011,641063981,9891189,314382674,673476695,229705460,454073741,140448499,402006130,62089155,494729793,342156930,362189783
MSM9VZPV,2263335049,5329015394,186911375,209514310,,,9512853,45920286,222232588,39212921,245275945,214241628,65660553,39410317,146240315,677172,145748598,32277310,3945240,150072478
HSM5MD8B,15992863,914190614,3100459046,1491532828,79558502,266741198,17051832,94474700,2098236254,1180774839,397861495,2825887828,777313844,1179584088,65609287,439806323,492857754,435714486,99616731,2528996167
CSM79HKR,33651510,623087825,229878377,208469012,1520290,1912308219,18735637,210947314,36695712,33890529,515933550,115079269,104840508,327630325,48986807,529572397,114911116,26087660,126690729,65104842
CSM7KOQ3,,107001118,1551165972,1300460604,28074124,20437193,1733849095,5262769622,458153112,498433645,158279775,1367996224,328071119,323844490,372246013,60391575,52705329,258162781,133008045,583203121
ESM5MEDZ,26182609,629397457,328697313,2113701964,33403291,137205641,535267219,1924280870,210195685,20706683,511672159,182549724,65380006,664980070,107738055,58450619,54090026,88963194,2973788987,62992345
CSM5MCYO,110180535,1481830704,4820748466,4687538823,216209877,141504228,34400580,3544341108,882655179,1032389,109752759,2802883793,1359728045,126564730,40185909,1045655203,84344495,1752125337,26056821,1862857266
CSM79HQL,2460933613,6647329277,171354062,307591334,118042664,8973466,59449108,83271496,208183393,37093692,93519599,161311178,64389340,43585989,92672447,4984345,118127388,33134282,7767755,129293325
CSM9X21B,232018182,4165263032,174088288,946095015,1085958179,740122519,38692084,111332882,71810638,45909866,942628647,192547764,70943395,79407842,179475500,754542783,115096904,39506406,69202216,92954944
PSM7J19V,4513977209,8981928244,340795431,382721698,11622801,,144163242,248544669,1036581265,35342861,560273480,363783142,137270476,68737973,215444687,382497522,159160563,62369271,29242787,230478035
PSMB4MBQ,14574905072,13090733894,3221405080,2228303536,11969912,15009047,14508706,141037734,130286570,201608854,75487197,3102114011,781936039,15649375,10985335,185970166,438574968,473560489,4287703,2789289366
HSM6XRSZ,567567378,2593610831,841934733,525393010,479419153,219183097,,18860239,252021815,58861397,4172458,945654367,197740684,9951984,12562695,2527710289,124031568,96260336,,797821323
PSM6XBTF,185577970,483017556,562786654,2268312679,908122172,282387514,519966109,829716002,126124744,57035502,2026527467,363904391,206828788,378132078,96316794,554200962,48579875,72730685,1178354933,173303506
MSM6J2JH,3015086792,7539161249,465546277,652664757,20087746,,107372087,255120234,566669110,61660599,478751838,534578292,143586708,47196296,75437580,4651655,65088627,74096689,33133385,413614182
PSMA2646,7323157528,9037972146,1649511418,1118335341,165124178,3684393,19855423,73742693,759899648,183561705,1600941019,1609485232,474781442,167243860,55985121,356951976,380260678,257654901,78021623,1078586481
HSM7J4JT,55069868,1449557311,2517176792,1324384108,12065130,358660000,64107976,582702574,416604303,17236952,508563558,2491450583,727110292,314296565,72485364,284683464,179345192,412315387,395574804,1660478100
PSMA2651,173087418,349833194,800663905,4032913184,12935680,151021343,12369039,40166928,1330195350,95700549,1323455050,920015709,234831904,571247754,42127638,357014489,208302013,158364215,2845034281,500382788
MSM5LLGH,220071915,1681647850,319552442,1064502276,758821900,213287650,138396057,553072187,84033501,25830362,249797553,223881808,141175085,564258090,199394855,544599056,57612122,67245911,1281255129,143527578
HSM5MD86,,113283520,6865566914,2033468677,596077187,26262057,1131810983,7961195650,617124085,1037761984,197459497,5567144983,1264073224,909564869,271996704,87169112,85212345,1021626584,2205789195,3046303459
CSM79HJG,1064683393,1116816755,439001794,732809765,22761211,609745402,111282297,1122390096,589104019,39500821,646027164,306723642,131617399,136552608,218424102,469904079,259551707,35147824,60348046,189174953
PSM7J188,34446254,94675656,5979833907,2177031113,55252029,,17488694,66808568,241218147,24701289,453287822,2066627190,1993708534,553315202,30434960,483138671,21753496,18857143,31626098,993619648
MSM6J2PE,5625606552,1384008611,185637327,167733638,24284172,,23646850,51792947,268380837,71381466,104501966,190660106,73676496,36332506,32972516,63587867,79675859,42169253,4239800,171566410
HSM5MD7Z,70113910,500705421,706373155,550316280,172478451,305608951,90338869,1278250166,1002431642,56360964,360800402,527251463,150731012,484501096,83583242,351707052,99462007,76455163,303250442,229232129
MSMAPC7D,8191990847,11065161717,2328289141,1220791356,69635165,226515298,122621960,267785766,4127864126,191783763,1967030243,2056593407,691274954,117525470,90405488,248323423,937503099,402149005,88316849,1478218052
HSM5MD5Z,1834372149,466899204,189827474,1098628518,30804055,404213290,168178828,559201659,483536904,45732637,209143876,240050596,82665487,191581346,138440109,2265968673,124446624,59001657,328840189,125211570
CSM5MCYK,236051387,10443092123,533446802,661840573,808827,201069159,6784343,217401101,1190176831,132555397,54474052,94505129,187747901,5672787,25053188,2418628236,41387378,99788061,946697,333019752
MSM79H94,42545834,3658747411,578310733,349595148,245881595,349787194,49809468,203941332,486123558,54438162,608125649,482120871,193446203,296017022,96224964,114874271,104785932,103263612,239434451,397557759
HSM67VDX,329520055,1089920646,185642865,167506056,29603818,38851141,,20651704,105540498,12277167,21236125,231199382,50225518,1520809,84029334,266460921,28354359,26102205,1326933,172653473
HSM7J4JW,1288299711,349043769,1350558563,1552546767,465353895,156713785,133583603,292261734,1007104582,95751541,203810939,1881823747,268794399,180345562,244726012,304212421,153871059,157106440,148647897,1040125070
HSM5MD87,343562028,1585184796,4909567882,2232317056,27039714,208532026,29061445,334356413,237891239,123552551,1673281446,2897597520,1633678186,789535642,37380173,575803468,40298069,294167208,2716161857,2528297312
MSM79H8J,3571180557,1407213550,227440894,373612510,384315158,991953255,152535742,162154253,1092280610,120241980,1043379189,257336795,83345280,128824680,193763037,953296955,133095878,43726547,66913451,182807854
HSM5MD4W,,2275082854,1925715162,1751257970,76318926,332336116,95302423,293343068,169988670,17975678,371434909,1932623860,517059792,1940831254,31700314,607846272,198869090,364875802,63183266,1093837218
CSM67U9X,,257701705,347962977,3027965126,76502976,468773106,74778891,349470223,128770319,20329173,1158351205,362500488,128750545,77141563,51979331,2730015541,23363819,70704019,186228711,190874574
HSM7CZ2P,6359391705,409653455,1352777972,1005139425,233177228,310615696,33188183,70340301,327491091,215187267,49015532,1379153637,301855277,14706350,64957120,670121102,217346044,183041902,2631957,1418769610
HSMA33NG,64998101,1427571422,1140361762,806774716,6207278,177925664,98015782,146818511,1467814860,181701567,2959961850,1287608403,270413934,519798345,59098023,545244099,184435748,179111164,378162357,778623232
MSM79HD6,21719348,5210310214,384761450,2313619169,2882162,725479266,539418427,1207093192,490550032,150334787,859053410,387419071,160393358,640100678,262478532,367077222,118637161,82728012,968558379,278655460
CSM5MCYU,,217524368,460703269,312349808,350249922,483374396,177435222,644183699,346939319,13384953,316513319,616366494,167718806,31962029,101633184,3033474149,122470461,69350152,539148856,375777046
CSM7KOUR,73314700,3883759832,157581517,967865318,33076549,182051244,351845922,732098866,183086939,25849672,249030966,185525439,71855828,647389510,361965167,460463761,94180948,32388265,1164280684,85561034
MSM5LLH8,5129883861,12980155845,263416393,665427082,24720407,763387428,28014206,426387566,626681070,15527232,595856593,152933348,60852984,227005085,33505531,1216669812,95301306,62547990,74630789,123248637
PSM7J1CK,115510919,640357995,1433751040,2051327814,1297450835,652465671,37556353,336064428,60359428,18672206,940613495,693163493,108164036,419137737,30724535,1377284803,114754851,42530879,1735583883,486196058
HSM5FZBQ,,392698598,4356613701,4088836645,954803580,59841883,236243420,3276011121,17286706,157445091,95989368,2766849560,839006757,512499646,210213561,63238422,77193812,851645722,137682790,1721359057
CSM5FZ3T,,180692148,18150352088,9279118464,150485585,88152963,214275372,963937462,254494293,3418163,1183873145,7898836879,3877284143,2547408242,76270547,2688363484,27093216,230589256,403887522,5878300543
HSM6XRTC,35468255,4512140628,2045682250,962257953,104900953,375592788,28344551,27619321,932096413,38541949,410856069,1801136239,503410616,67676184,46327788,546693438,247639794,379584847,72369987,1424691501
HSM6XRQE,650733036,2000328679,1739883861,985963305,125748315,13467491,313646024,4632099120,8210914,365916741,208638305,1653933529,325956830,237339812,60208391,386840,123369580,228551826,52250532,723836404
CSM79HQN,81182646,894391121,806313000,1637259611,8198213,346352928,136014647,1229108715,511583301,58266320,2031713308,1111833305,199066372,598631645,130290662,133316952,25152177,126677290,1818822495,488891612
MSM5LLFG,458672122,1675327091,223431151,49264773,45225587,620163842,13205125,42863625,354642193,212854004,15667041,276418501,59921455,185504237,172051523,224403279,28806523,34531200,1917290,211143918
CSM7KOPC,1274841651,3943184168,341246487,436083805,1090650,,34911698,120428134,127320279,33948107,65339592,382245383,112277656,19325757,53573724,851230,184662396,51829970,1841028,281925512
CSM5FZ4A,86471029,2980141366,563730085,475457959,19500804,335257202,160865968,365127063,266126341,71918975,1158731950,726806679,203006460,91820748,55240756,820444657,44185465,109311799,104103458,320876121
CSM67U9V,469003872,3602905992,339669928,365583908,55018351,91133025,130215983,380337324,175476021,37781144,72719762,463979713,96369280,60115015,133464730,1014057,149263705,46886814,7717639,291322400
CSM79HGH,279347553,400516532,1022198983,712412167,397002095,482021672,119274021,1362320171,39101941,30028166,80079129,1064758697,197933878,109627765,193993877,521811704,100821768,131981784,234796135,685442784
ESM5MEEB,94045098,7749888862,128081204,1019544024,106951876,315638096,194494390,540197153,177318038,9730998,561673933,165413242,53168648,187188227,118796967,1236601455,178697454,21791920,3975929681,96977475
PSMA269I,9561340387,10269798735,1312992025,1157049006,121513979,21769417,19140719,221311683,380170958,263673075,179786116,1256311225,315882052,62639261,79262392,393487507,322101985,201215586,15876515,914216119
HSM5MD51,,172883821,1202579955,925839200,225959444,246619245,45377513,144180350,221906531,5477467,280890796,902927132,387005122,133530386,31303968,580644935,198201138,256774651,587894247,622196641
